colorIdentity,types,convertedManaCost,rarity,flavorText,sentiment,intensity
Blue,Creature,2.0,rare,"""It serves as evidence of the ancient power of the deep, a reminder that the sea is the only thing worthy of reverence.""",0.4404,0.4404
Blue,Creature,3.0,common,"""It slips through the smallest cracks in the mountain, emerging whole and unfettered. There is nowhere it cannot go, for what can hold back the air itself?""",0.0,0.0
Blue,Creature,4.0,common,"""It soars on the winds of dreams.""",0.0,0.0
Blue,Enchantment,5.0,rare,"""It startles me how alive one feels on the edge of death.""",0.2732,0.2732
Red,Enchantment,2.0,uncommon,"""It takes but one spark to ignite a parched forest. Our hearts, I fear, are too dry for this new visitor.""",-0.4497,0.4497
Green,Enchantment,1.0,common,"""It takes more than swift feet and dark shadows to slip by me unnoticed.""",0.2682,0.2682
Blue,Creature,2.0,common,"""It tells you that the worst is coming. Do you listen?""",-0.6249,0.6249
Green,Creature,4.0,rare,"""It took magic to extract one of the stones and five people to carry it.""",0.0,0.0
Red,Creature,4.0,rare,"""It used to be a lair. Now it's just a tunnel.""",0.0,0.0
Green,Creature,4.0,common,"""It used to eat us trappers. Now it follows us around like some kind of hound dog.""",0.3612,0.3612
Blue,Sorcery,6.0,common,"""It usually appears placid, but don't be fooled. The Luxa River is a snake, and it can swallow you whole.""",0.4168,0.4168
Red,Creature,5.0,common,"""It wags its tail when it's happy. It wags its tail when it's angry. Nope, there's no good time to be around a whiptail.""",-0.0305,0.0305
Black,Creature,4.0,common,"""It was a bad evening for you, mate. Now it's chow time for the sharks.""",-0.5423,0.5423
Green,Enchantment,4.0,rare,"""It was a sight of pain and awe—a twisted forest, migrating across the salt plain in search of richer soil.""",0.0258,0.0258
Blue,Creature,3.0,rare,"""It was as if we fought a shadow.""",-0.3182,0.3182
Black,Creature,15.0,rare,"""It was big. Really, really big. No, bigger No, more. Look, we're talking krakens and",-0.6688,0.6688
Blue,Creature,11.0,rare,"""It was big. Really, really, big. No, bigger than that. It was big!""",-0.465,0.465
Red,Enchantment,2.0,uncommon,"""It was difficult to tell whether the piles of gore within their warrens were mere trash heaps, sacred altars, or warnings.""",-0.3612,0.3612
White,Creature,3.0,rare,"""It was full of fire and smoke and light and . . . it drove between us and the Efrafans like a thousand thunderstorms with lightning.""",0.0258,0.0258
Blue,Instant,1.0,common,"""It was in Urza's journals that I finally found the secret at the core of the summonings.""",0.0,0.0
Green,Instant,1.0,uncommon,"""It was made, yes, but that does not mean it cannot grow.""",0.2144,0.2144
Blue,Instant,2.0,common,"""It was probably a lousy spell in the first place.""",-0.5423,0.5423
Green,Creature,2.0,common,"""It was right here a second ago . . .""",0.0,0.0
Blue,Creature,4.0,common,"""It was too fast, even for our veteran archers. They might as well have been blowing it kisses.""",0.2732,0.2732
Red,Creature,3.0,common,"""It will be battle-ready before our strike at Oxid Ridge, and it will guarantee our victory.""",0.128,0.128
Red,Enchantment,5.0,rare,"""It will be the goblin's first bath, and its last.""",0.0,0.0
Blue,Creature,6.0,uncommon,"""It will dodge your first arrow and flatten you before there's a second.""",0.0,0.0
White,Creature,4.0,common,"""It will take more than steel alone to purge this world of evil.""",-0.3102,0.3102
Green,Creature,4.0,uncommon,"""It would take another apocalypse to stop the slivers now.""",-0.296,0.296
Green,Creature,4.0,rare,"""It's OK. They're just elves.""",0.4466,0.4466
Black,Sorcery,6.0,common,"""It's a cold, dark journey either way.""",0.0,0.0
Black,Sorcery,3.0,rare,"""It's a difficult task to quarantine a plague that moves with the clouds.""",-0.3612,0.3612
Blue,Creature,7.0,common,"""It's a fine way to travel, if you don't mind the smell.""",0.2023,0.2023
White,Creature,4.0,uncommon,"""It's a multifunctional radial extension system with superlateral, force-amplifying rigging. Of course it will win.""",0.0,0.0
Blue,Sorcery,5.0,rare,"""It's a poor sort of memory that only works backwards.""",-0.4767,0.4767
White,Creature,1.0,common,"""It's a proven fact that sling-stones from the dawn side of the riverbank sail the farthest and truest.""",0.0,0.0
Green,Creature,4.0,common,"""It's a slithering, coldblooded menace. I've gotta respect that.""",-0.0258,0.0258
Red,Creature,4.0,common,"""It's a testament to the forests' devastation that giant spiders now make their homes amid Dominaria's barren spires.""",-0.4215,0.4215
Red,Creature,3.0,uncommon,"""It's a thankless job, and you'll probably die in an explosion. But the pay is pretty good.""",0.3071,0.3071
Blue,Creature,6.0,uncommon,"""It's a truly disconcerting sight to see their shadows cast upon the deck.""",0.4404,0.4404
Black,Enchantment,3.0,uncommon,"""It's a vicious circle. Stress breeds pain. Pain breeds stress. It's simply beautiful, wouldn't you agree?""",-0.8689,0.8689
Blue,Instant,2.0,rare,"""It's actually quite simple, but since you've only recently begun to walk upright, it may take some time to explain.""",0.0,0.0
White,Creature,4.0,common,"""It's all a game. You shouldn't get too attached to the pieces.""",0.0,0.0
Blue,Instant,4.0,common,"""It's always satisfying to stymie the best efforts of a rival, but the reactions of the Gruul are particularly amusing.""",0.5574,0.5574
Green,Creature,3.0,common,"""It's amazing how scared a city kid can get at a dog. Now, of course, I'd cross Terisiare alone, and keep no watch if I had a pack of greys hanging on my flanks as I went.""",-0.3182,0.3182
Blue,Creature,2.0,common,"""It's as strong as you believe it is, and it's very convincing.""",0.5106,0.5106
Red,Creature,2.0,uncommon,"""It's both an ingress-denial mechanism and an attractive hallway light!""",0.4926,0.4926
Black,Enchantment,1.0,common,"""It's cold in the grave, and the dead crave your warmth. Who are you to deny them?""",-0.743,0.743
Red,Creature,1.0,common,"""It's difficult to heal a rift after it begins wandering about on its own.""",-0.3612,0.3612
White,Sorcery,1.0,common,"""It's easy for the innocent to speak of justice. They seldom feel its terrible power.""",0.8821,0.8821
Blue,Instant,1.0,common,"""It's easy to anticipate Captain Storm's orders: take the more dangerous route.""",-0.1263,0.1263
White,Creature,2.0,uncommon,"""It's easy to lose sight of hope until you gaze out from my vantage point.""",0.4767,0.4767
Black,Creature,3.0,common,"""It's faster than we are. Draw its attention while the Ledev take aim!""",0.0,0.0
Blue,Instant,6.0,rare,"""It's free to do whatever it wants. I've merely told it what that is.""",0.5106,0.5106
Green,Sorcery,2.0,common,"""It's gingerbread, like Mother makes. What is there to be afraid of?""",0.3612,0.3612
Red,Instant,1.0,common,"""It's gone mad! Loose the chains and save what you can!""",-0.4374,0.4374
Blue,Instant,4.0,common,"""It's good to learn from your failures, but I prefer to learn from the failures of others.""",-0.6187,0.6187
Blue,Creature,5.0,rare,"""It's hard to fight on an empty mind.""",-0.5859,0.5859
Black,Creature,3.0,uncommon,"""It's hard to find their weak points, but I very much enjoy the discovery process.""",0.5525,0.5525
Blue,Enchantment,3.0,common,"""It's hard to hurt anyone when you're as transparent as your motives.""",-0.5859,0.5859
Black,Sorcery,5.0,uncommon,"""It's hard to keep our own troops from fleeing when he's like this. How can our foes possibly stand against him?""",-0.2263,0.2263
Blue,Sorcery,3.0,uncommon,"""It's hard to say which is more satisfying: the search for that missing piece or fitting that piece into place.""",0.1761,0.1761
Red,Sorcery,5.0,rare,"""It's high tide.""",0.0,0.0
White,Sorcery,4.0,rare,"""It's important to always have the right tool for the job. This one is for picking my teeth.""",0.2023,0.2023
Red,Creature,6.0,rare,"""It's just playing with us, Marsden.""",0.2023,0.2023
Blue,Creature,6.0,common,"""It's like a reef that runs aground on ships.""",0.3612,0.3612
Black,Creature,2.0,uncommon,"""It's like waking on a bed of a thousand olives during an earthquake of subtle force.""",0.3612,0.3612
Blue,Creature,4.0,rare,"""It's nice to see a sister Dwarf in a position of such power, but why'd it have to be one of those seafaring muleheads?""",0.2263,0.2263
Blue,Creature,2.0,rare,"""It's no challenge to master a Mercadian.""",-0.2263,0.2263
Red,Enchantment,2.0,common,"""It's not Talruum crystal, but I must admit—it gets the job done.""",0.0,0.0
Blue,Instant,2.0,uncommon,"""It's not enough to defeat our foes. We must learn from them, too.""",-0.1331,0.1331
Red,Creature,4.0,common,"""It's not enough to surprise your opponent. You have to delight the crowd as well.""",0.4742,0.4742
Blue,Instant,1.0,rare,"""It's not just what you know. It's knowing where to find what you don't.""",0.0,0.0
Red,Creature,4.0,common,"""It's not just you. Everyone makes it angry.""",0.0,0.0
Red,Creature,4.0,uncommon,"""It's not much for eating, but I think we can find somethin' to do with it.""",0.0,0.0
Blue,Instant,1.0,common,"""It's not my job to ask our leaders about their experiments at the Knowledge Pool. It's my job to make sure they can continue performing them.""",0.3182,0.3182
Blue,Instant,2.0,uncommon,"""It's not really stealing. It's more like extended borrowing.""",0.7191,0.7191
White,Creature,1.0,common,"""It's not so easy anymore. Nothing grows in Kjeldor but seaweed.""",-0.2533,0.2533
Blue,Sorcery,4.0,uncommon,"""It's not the darkness I fear but dull and numbing shades of gray.""",-0.6144,0.6144
White,Creature,4.0,uncommon,"""It's not what you ask for, but how you ask for it.""",0.0,0.0
Blue,Creature,1.0,common,"""It's not wise to keep glory waiting.""",0.2373,0.2373
Black,Instant,3.0,uncommon,"""It's not work if you enjoy it.""",0.4939,0.4939
Blue,Instant,1.0,common,"""It's nothing personal. I'd just prefer if you weren't.""",0.0,0.0
Green,Creature,4.0,common,"""It's odd to see the apes rip down trees to arm themselves in defense of their forests.""",-0.2023,0.2023
Black,Creature,6.0,uncommon,"""It's only frightened five people to death. Not my best work.""",-0.8798,0.8798
Green,Creature,4.0,common,"""It's only the end if we allow it.""",0.2263,0.2263
Black,Sorcery,4.0,rare,"""It's only torture if you're strong enough to survive. Otherwise, it's a simple, gruesome death. I'm happy either way.""",-0.2023,0.2023
Black,Sorcery,4.0,rare,"""It's only torture if you're strong enough to survive. Otherwise, it's a simple, gruesome death. I'm happy with either outcome.""",-0.2023,0.2023
Red,Creature,3.0,uncommon,"""It's rarely worth questioning where the mana comes from. Just be grateful.""",-0.0951,0.0951
Red,Instant,3.0,common,"""It's right to fear those that you keep locked away.""",-0.4939,0.4939
Blue,Creature,1.0,common,"""It's simple, really. If they can't find us, they can't kill us.""",0.5773,0.5773
Blue,Enchantment,2.0,common,"""It's so cute when it's sleeping, isn't it? Actually, it's still as abhorrent as ever, but at least it's not trying to kill us.""",0.6911,0.6911
Green,Enchantment,4.0,rare,"""It's strange, but I can feel it when the land is corrupted. I understand why the Autumn Willow is so protective.""",-0.1027,0.1027
Blue,Creature,1.0,common,"""It's strangely satisfying seeing an undead killing machine from another world standing befuddled in front of a wall of text.""",-0.5574,0.5574
White,Enchantment,4.0,uncommon,"""It's the oldest trick in the book,""",-0.0516,0.0516
Blue,Creature,3.0,uncommon,"""It's the perfect sentry. Those who should pass can go right through it.""",0.5719,0.5719
Red,Creature,3.0,rare,"""It's time for the 'Smash, Smash' song!""",0.0,0.0
Red,Instant,2.0,common,"""It's time to put the 'die' in 'diameter!'""",0.0,0.0
White,Creature,4.0,common,"""It's true I ask no fealty of the flocks—but surely we are more than mere beasts.""",0.5423,0.5423
Red,Creature,4.0,common,"""It, uh, fell off a cart?""",0.0,0.0
White,Creature,3.0,common,"""Its broad claw suggests a chitinous shield, but in fact it conceals glands that secrete a remarkably swift healing agent.""",0.3898,0.3898
Red,Creature,4.0,common,"""Its burning power is more elusive than shade on the Unyaro Plains, more perilous than the horn of a rhino.""",0.0,0.0
Red,Creature,2.0,rare,"""Its gems didn't stop pulsating until they were completely removed.""",0.2235,0.2235
White,Creature,4.0,uncommon,"""Its rise is like the sun's, a beautiful beginning. Its descent is like the sun's, a frightful ending.""",0.6808,0.6808
White,Creature,1.0,rare,"""Its stones seem to serve a healing function, but removing them intact is an exhausting process.""",-0.2617,0.2617
Green,Creature,7.0,rare,"""Ixalli's fertile rays enliven us all. Each of us is a testament to the sun's strength and love.""",0.4939,0.4939
Black,Creature,6.0,mythic,"""Jarad fancies himself king of the undercity, but he's merely king of rot.""",0.0,0.0
Green,Sorcery,5.0,common,"""Jewels cannot be eaten nor gold drunk. What civilization trades, nature simply provides.""",0.6169,0.6169
Black,Creature,3.0,common,"""Join me in the place of power, you risen dead. Join me where the waters weep and the trees have no hearts.""",-0.7783,0.7783
Black,Creature,2.0,rare,"""Join me, and take the world for yourself!""",0.3595,0.3595
White,Creature,3.0,common,"""Join the army, see foreign countries!""",0.3595,0.3595
Red,Creature,2.0,uncommon,"""Joining this army is easy, boy. Just survive your first battle.""",0.4404,0.4404
